code_site;adresse;operateur;mise_en_serv;mise_en_serv_4g;mise_en_serv_5g_3500;mise_en_serv_5g_700;type;ardt;geo_shape;geo_point_2d
00000031U7;125, rue de castagnary;ORANGE;2011-04-29T04:00:00+02:00;2017-08-31T04:00:00+02:00;;;Macro;75015;"{""coordinates"": [2.303649000314265, 48.829860000096915], ""type"": ""Point""}";48.829860000096915,2.303649000314265
00024872U5;10, rue de Madrid;ORANGE;2012-09-07T04:00:00+02:00;2014-10-10T04:00:00+02:00;;;Macro;75008;"{""coordinates"": [2.321288999893633, 48.87864000015661], ""type"": ""Point""}";48.87864000015661,2.321288999893633
00000064U7;9, rue littré;ORANGE;2013-02-12T02:00:00+01:00;2014-05-22T04:00:00+02:00;;;Macro;75006;"{""coordinates"": [2.324078999531515, 48.84542099981796], ""type"": ""Point""}";48.84542099981796,2.324078999531515
00000111U8;100, bd rochechouard;ORANGE;2011-05-20T04:00:00+02:00;2013-09-02T04:00:00+02:00;;;Macro;75018;"{""coordinates"": [2.341558888388577, 48.882576501604085], ""type"": ""Point""}";48.882576501604085,2.341558888388577
00080183U8;247, rue de belleville;ORANGE;2011-11-25T02:00:00+01:00;2013-06-13T04:00:00+02:00;;;Macro;75019;"{""coordinates"": [2.39745163315272, 48.87564379564661], ""type"": ""Point""}";48.87564379564661,2.39745163315272
750028;60  BOULEVARD LANNES;SFR;;;;;Macro/NB-IOT;75016;"{""coordinates"": [2.269764000510097, 48.86476199959249], ""type"": ""Point""}";48.86476199959249,2.269764000510097
750040;3  RUE DE L ARRIVEE;SFR;;;;;Macro/NB-IOT;75015;"{""coordinates"": [2.322900000198116, 48.84365700038872], ""type"": ""Point""}";48.84365700038872,2.322900000198116
750069;2  ROUTE DE LA FERME;SFR;;;;;Macro/NB-IOT;75012;"{""coordinates"": [2.463645863759795, 48.82683577052645], ""type"": ""Point""}";48.82683577052645,2.463645863759795
750090;6  RUE CHANZY;SFR;;;2021-03-19T02:00:00+01:00;;Macro/NB-IOT;75011;"{""coordinates"": [2.382534000411334, 48.85239600004073], ""type"": ""Point""}";48.85239600004073,2.382534000411334
750096;Route du Point du Jour;SFR;;;;;Macro;75016;"{""coordinates"": [2.254081502079505, 48.856099788615836], ""type"": ""Point""}";48.856099788615836,2.254081502079505
750442;22  AVENUE DE SAINT MANDE;SFR;;;2021-03-19T02:00:00+01:00;;Macro/NB-IOT;75012;"{""coordinates"": [2.398779000633252, 48.845087999974375], ""type"": ""Point""}";48.845087999974375,2.398779000633252
751113;59  RUE DE TURBIGO;SFR;;;;;Macro;75003;"{""coordinates"": [2.357113500501664, 48.86579700023354], ""type"": ""Point""}";48.86579700023354,2.357113500501664
751117;2  RUE COMMINES;SFR;;;;;Macro;75003;"{""coordinates"": [2.364849000641923, 48.86150400018219], ""type"": ""Point""}";48.86150400018219,2.364849000641923
751141;12  BOULEVARD DES INVALIDES;SFR;;;;;Macro/NB-IOT;75007;"{""coordinates"": [2.314394999354793, 48.85325999968993], ""type"": ""Point""}";48.85325999968993,2.314394999354793
751155;213  BOULEVARD SAINT GERMAIN;SFR;;;;;Macro/NB-IOT;75007;"{""coordinates"": [2.324745000108747, 48.856635000189996], ""type"": ""Point""}";48.856635000189996,2.324745000108747
751194;61  RUE CHARDON LAGACHE;SFR;;;2021-07-30T04:00:00+02:00;;Macro/NB-IOT;75016;"{""coordinates"": [2.264552999819677, 48.84236999978019], ""type"": ""Point""}";48.84236999978019,2.264552999819677
751201;63  BOULEVARD VICTOR;SFR;;;2021-05-10T04:00:00+02:00;;Macro/NB-IOT;75015;"{""coordinates"": [2.287611000302546, 48.83320800030235], ""type"": ""Point""}";48.83320800030235,2.287611000302546
751211;14  RUE DES FAVORITES;SFR;;;;;Macro/NB-IOT;75015;"{""coordinates"": [2.303423999640169, 48.8387610000636], ""type"": ""Point""}";48.8387610000636,2.303423999640169
751224;62  RUE POUCHET;SFR;;;2021-09-14T04:00:00+02:00;;Macro/NB-IOT;75017;"{""coordinates"": [2.321527500236237, 48.89520899983546], ""type"": ""Point""}";48.89520899983546,2.321527500236237
751287;4  RUE ERNEST LAVISSE;SFR;;;2021-07-30T04:00:00+02:00;;Macro/NB-IOT;75012;"{""coordinates"": [2.410128000622521, 48.84163199985631], ""type"": ""Point""}";48.84163199985631,2.410128000622521
751337;127  RUE DU CHEVALERET;SFR;;;2021-04-07T04:00:00+02:00;;Macro/NB-IOT;75013;"{""coordinates"": [2.372449500288997, 48.831651000398345], ""type"": ""Point""}";48.831651000398345,2.372449500288997
753526;16  RUE DE L EVANGILE;SFR;;;;;Macro/NB-IOT;75018;"{""coordinates"": [2.362499999456716, 48.89245499992549], ""type"": ""Point""}";48.89245499992549,2.362499999456716
753542;24 B BOULEVARD SAINT GERMAIN;SFR;;;2021-09-30T04:00:00+02:00;;Macro/NB-IOT;75005;"{""coordinates"": [2.3532659997690892, 48.84963299970671], ""type"": ""Point""}";48.84963299970671,2.3532659997690892
753544;12  RUE JEAN SEBASTIEN BACH;SFR;;;2021-03-22T02:00:00+01:00;;Macro/NB-IOT;75013;"{""coordinates"": [2.364866999728256, 48.83105700035104], ""type"": ""Point""}";48.83105700035104,2.364866999728256
753579;27  BOULEVARD PONIATOWSKI;SFR;;;;;Macro;75012;"{""coordinates"": [2.399130000281867, 48.83252399966216], ""type"": ""Point""}";48.83252399966216,2.399130000281867
753583;14  BOULEVARD BEAUMARCHAIS;SFR;;;;;Macro;75011;"{""coordinates"": [2.368925999491798, 48.85506000043308], ""type"": ""Point""}";48.85506000043308,2.368925999491798
753578;9  AVENUE PIERRE 1ER DE SERBIE;SFR;;;;;Macro/NB-IOT;75016;"{""coordinates"": [2.295364499451819, 48.86560799959269], ""type"": ""Point""}";48.86560799959269,2.295364499451819
753601;20  RUE SPONTINI;SFR;;;;;Macro/NB-IOT;75016;"{""coordinates"": [2.278309499671541, 48.87005400031637], ""type"": ""Point""}";48.87005400031637,2.278309499671541
753614;14  RUE SOUFFLOT;SFR;;;2021-12-13T02:00:00+01:00;;Macro;75005;"{""coordinates"": [2.34306900065937, 48.84701400006358], ""type"": ""Point""}";48.84701400006358,2.34306900065937
757269;17 RUE ANGELIQUE COMPOINT;SFR;;;;;Macro/NB-IOT;75018;"{""coordinates"": [2.334854228285776, 48.897435186444895], ""type"": ""Point""}";48.897435186444895,2.334854228285776
75103_010_10;112 boulevard de Sébastopol;FREE MOBILE;2019-08-20T04:00:00+02:00;2019-08-23T04:00:00+02:00;;;MACRO;75003;"{""coordinates"": [2.35417499950116, 48.86875800029829], ""type"": ""Point""}";48.86875800029829,2.35417499950116
75102_002_03;22 RUE DE LA PAIX;FREE MOBILE;2012-06-14T04:00:00+02:00;2014-03-20T02:00:00+01:00;;;MACRO;75002;"{""coordinates"": [2.331953999536148, 48.86979300035713], ""type"": ""Point""}";48.86979300035713,2.331953999536148
75104_032_12;30 rue saint Paul;FREE MOBILE;2019-10-31T02:00:00+01:00;2019-11-26T02:00:00+01:00;;;MACRO;75004;"{""coordinates"": [2.362184999934103, 48.853908000130176], ""type"": ""Point""}";48.853908000130176,2.362184999934103
75102_008_01;18 rue des Jeuneurs;FREE MOBILE;2016-07-07T04:00:00+02:00;2016-07-07T04:00:00+02:00;;;MACRO;75002;"{""coordinates"": [2.346267684550405, 48.86911980381167], ""type"": ""Point""}";48.86911980381167,2.346267684550405
75106_008_07;24 RUE DU REGARD;FREE MOBILE;2015-02-05T02:00:00+01:00;2015-02-05T02:00:00+01:00;;;MACRO;75006;"{""coordinates"": [2.326864499706469, 48.847347000009975], ""type"": ""Point""}";48.847347000009975,2.326864499706469
75105_013_01;270 RUE SAINT-JACQUES;FREE MOBILE;2014-03-06T02:00:00+01:00;2014-03-06T02:00:00+01:00;;2021-05-25T04:00:00+02:00;MACRO;75005;"{""coordinates"": [2.341116000249726, 48.84201899977162], ""type"": ""Point""}";48.84201899977162,2.341116000249726
75106_025_01;36, rue de Vaugirard;FREE MOBILE;2020-11-27T02:00:00+01:00;2020-11-27T02:00:00+01:00;;;MACRO;75006;"{""coordinates"": [2.335553999398684, 48.84929999980395], ""type"": ""Point""}";48.84929999980395,2.335553999398684
75108_055_01;12 AVENUE MARCEAU;FREE MOBILE;2018-07-27T04:00:00+02:00;2019-01-18T02:00:00+01:00;;;MACRO;75008;"{""coordinates"": [2.299936499758527, 48.86616599971074], ""type"": ""Point""}";48.86616599971074,2.299936499758527
75108_045_13;49-51 rue de Ponthieu;FREE MOBILE;2018-09-13T04:00:00+02:00;2018-09-17T04:00:00+02:00;2021-09-30T04:00:00+02:00;2021-09-29T04:00:00+02:00;MACRO;75008;"{""coordinates"": [2.306110499528773, 48.87169199994753], ""type"": ""Point""}";48.87169199994753,2.306110499528773
75111_012_08;17 RUE DES AMANDIERS;FREE MOBILE;2015-08-28T04:00:00+02:00;2015-08-28T04:00:00+02:00;;2021-08-10T04:00:00+02:00;MACRO;75020;"{""coordinates"": [2.38859099994152, 48.86358300002714], ""type"": ""Point""}";48.86358300002714,2.38859099994152
75111_005_07;110 RUE JEAN-PIERRE TIMBAUD;FREE MOBILE;2014-12-23T02:00:00+01:00;2014-12-23T02:00:00+01:00;;2021-05-25T04:00:00+02:00;MACRO;75011;"{""coordinates"": [2.379500999443899, 48.86827200004579], ""type"": ""Point""}";48.86827200004579,2.379500999443899
75111_026_02;103 RUE DE LA FOLIE MERICOURT;FREE MOBILE;2016-02-19T02:00:00+01:00;2016-02-19T02:00:00+01:00;;;MACRO;75011;"{""coordinates"": [2.3683904993692533, 48.868154999913884], ""type"": ""Point""}";48.868154999913884,2.3683904993692533
75111_076_01;22 rue Saint-Sabin;FREE MOBILE;2020-12-19T02:00:00+01:00;2020-12-19T02:00:00+01:00;2021-03-19T02:00:00+01:00;2021-03-19T02:00:00+01:00;MACRO;75011;"{""coordinates"": [2.371472999364624, 48.855951000214546], ""type"": ""Point""}";48.855951000214546,2.371472999364624
75115_012_04;18 RUE SEBASTIEN MERCIER;FREE MOBILE;2013-05-03T04:00:00+02:00;2013-09-26T04:00:00+02:00;;2021-05-25T04:00:00+02:00;MACRO;75015;"{""coordinates"": [2.277850500204627, 48.84482699961287], ""type"": ""Point""}";48.84482699961287,2.277850500204627
75112_025_01;6 PLACE FELIX EBOUE;FREE MOBILE;2014-10-06T04:00:00+02:00;2014-10-06T04:00:00+02:00;;;MACRO;75012;"{""coordinates"": [2.395656000087472, 48.83918399980244], ""type"": ""Point""}";48.83918399980244,2.395656000087472
75115_080_05;4, rue d'Alleray;FREE MOBILE;2020-10-02T04:00:00+02:00;2020-10-02T04:00:00+02:00;;;MACRO;75015;"{""coordinates"": [2.300539499970985, 48.838652999637084], ""type"": ""Point""}";48.838652999637084,2.300539499970985
75112_070_01;23, rue du Charolais;FREE MOBILE;2020-09-03T04:00:00+02:00;2020-09-24T04:00:00+02:00;2021-09-01T04:00:00+02:00;2021-08-17T04:00:00+02:00;MACRO;75012;"{""coordinates"": [2.386318500651591, 48.840624000080034], ""type"": ""Point""}";48.840624000080034,2.386318500651591
75116_034_03;41 BOULEVARD SUCHET;FREE MOBILE;2015-09-11T04:00:00+02:00;2015-09-11T04:00:00+02:00;;2021-05-25T04:00:00+02:00;MACRO;75016;"{""coordinates"": [2.264314499839227, 48.85645500042096], ""type"": ""Point""}";48.85645500042096,2.264314499839227
75113_020_02;02 RUE VULPIAN;FREE MOBILE;2013-07-24T04:00:00+02:00;2013-11-19T02:00:00+01:00;;2021-07-15T04:00:00+02:00;MACRO;75013;"{""coordinates"": [2.346713999610811, 48.83247000008085], ""type"": ""Point""}";48.83247000008085,2.346713999610811
75116_035_01;56 avenue Georges Mandel;FREE MOBILE;2014-01-24T02:00:00+01:00;2014-01-24T02:00:00+01:00;;;MACRO;75016;"{""coordinates"": [2.278074311694468, 48.86416517006115], ""type"": ""Point""}";48.86416517006115,2.278074311694468
75114_059_01;10 rue Bardinet;FREE MOBILE;2021-06-22T04:00:00+02:00;2021-06-22T04:00:00+02:00;2021-07-06T04:00:00+02:00;2021-07-27T04:00:00+02:00;MACRO;75014;"{""coordinates"": [2.316618000111935, 48.830561999883756], ""type"": ""Point""}";48.830561999883756,2.316618000111935
75116_089_03;1 rue Jean de la Fontaine;FREE MOBILE;2019-02-21T02:00:00+01:00;2019-05-02T04:00:00+02:00;;2021-11-09T02:00:00+01:00;MACRO;75016;"{""coordinates"": [2.275523559026399, 48.852572047930686], ""type"": ""Point""}";48.852572047930686,2.275523559026399
75115_004_01;80 RUE DUTOT;FREE MOBILE;2012-05-07T04:00:00+02:00;2015-04-09T04:00:00+02:00;;;MACRO;75015;"{""coordinates"": [2.307190500014237, 48.83723099962165], ""type"": ""Point""}";48.83723099962165,2.307190500014237
75116_101_01;62 boulevard Exelmans;FREE MOBILE;2018-03-28T04:00:00+02:00;2018-03-28T04:00:00+02:00;;;MACRO;75016;"{""coordinates"": [2.2619385003975943, 48.84247800016991], ""type"": ""Point""}";48.84247800016991,2.2619385003975943
75116_044_29;49 avenue de Versailles;FREE MOBILE;2018-03-23T02:00:00+01:00;2018-03-23T02:00:00+01:00;;2021-03-19T02:00:00+01:00;MACRO;75016;"{""coordinates"": [2.274866999999988, 48.84829199960265], ""type"": ""Point""}";48.84829199960265,2.274866999999988
75118_021_03;258_MARCADET_75019;FREE MOBILE;2014-01-07T02:00:00+01:00;2014-01-07T02:00:00+01:00;;2021-05-25T04:00:00+02:00;MACRO;75018;"{""coordinates"": [2.32905380467799, 48.89280102060622], ""type"": ""Point""}";48.89280102060622,2.32905380467799
75117_066_12;78, avenue de Villiers;FREE MOBILE;2021-02-03T02:00:00+01:00;2021-02-03T02:00:00+01:00;2021-03-19T02:00:00+01:00;2021-03-19T02:00:00+01:00;MACRO;75017;"{""coordinates"": [2.30372100044749, 48.88419299970741], ""type"": ""Point""}";48.88419299970741,2.30372100044749
75119_024_01;25 BIS RUE DE ROMAINVILLE;FREE MOBILE;2015-03-31T04:00:00+02:00;2015-03-31T04:00:00+02:00;;;MACRO;75019;"{""coordinates"": [2.400088500667382, 48.87746999985592], ""type"": ""Point""}";48.87746999985592,2.400088500667382
75118_013_04;46 RUE LABAT;FREE MOBILE;2013-12-30T02:00:00+01:00;2013-12-26T02:00:00+01:00;;2021-12-14T02:00:00+01:00;MACRO;75018;"{""coordinates"": [2.347580719582297, 48.889054537663455], ""type"": ""Point""}";48.889054537663455,2.347580719582297
75119_058_01;80 rue Botzaris;FREE MOBILE;2018-05-21T04:00:00+02:00;2018-05-21T04:00:00+02:00;;2021-05-25T04:00:00+02:00;MACRO;75019;"{""coordinates"": [2.389040663602724, 48.87944015328499], ""type"": ""Point""}";48.87944015328499,2.389040663602724
75118_007_13;213 rue du faubourg Saint Martin;FREE MOBILE;2019-04-23T04:00:00+02:00;2019-04-09T04:00:00+02:00;;;MACRO;75010;"{""coordinates"": [2.364525000364268, 48.88075499991103], ""type"": ""Point""}";48.88075499991103,2.364525000364268
75119_072_01;26 avenue du Dr Gley;FREE MOBILE;2021-06-03T04:00:00+02:00;2021-06-03T04:00:00+02:00;2021-06-29T04:00:00+02:00;2021-06-29T04:00:00+02:00;MACRO;75020;"{""coordinates"": [2.411036999713474, 48.876894000067374], ""type"": ""Point""}";48.876894000067374,2.411036999713474
75118_017_03;10 rue Burq;FREE MOBILE;2014-01-23T02:00:00+01:00;2014-01-23T02:00:00+01:00;;2021-09-09T04:00:00+02:00;MACRO;75018;"{""coordinates"": [2.336323499713399, 48.886091999976465], ""type"": ""Point""}";48.886091999976465,2.336323499713399
T10586;327  rue  SAINT MARTIN /73 RUE N-D DE NAZARETH;BOUYGUES;1996-05-31T04:00:00+02:00;;;;MACRO;75003;"{""coordinates"": [2.354751000508508, 48.867776999788994], ""type"": ""Point""}";48.867776999788994,2.354751000508508
75118_074_01;32 rue Ordener;FREE MOBILE;2020-12-04T02:00:00+01:00;2020-12-13T02:00:00+01:00;2021-03-19T02:00:00+01:00;2021-03-19T02:00:00+01:00;MACRO;75018;"{""coordinates"": [2.351029499502121, 48.89139299964462], ""type"": ""Point""}";48.89139299964462,2.351029499502121
T15967;17  boulevard  MORLAND;BOUYGUES;2016-04-21T04:00:00+02:00;;;;MACRO;75004;"{""coordinates"": [2.363278500077646, 48.84998399994185], ""type"": ""Point""}";48.84998399994185,2.363278500077646
75119_031_01;22 RUE DES LILAS;FREE MOBILE;2014-11-26T02:00:00+01:00;2014-11-26T02:00:00+01:00;;;MACRO;75019;"{""coordinates"": [2.396650500288794, 48.87960300016329], ""type"": ""Point""}";48.87960300016329,2.396650500288794
T15007;36   rue  DES BERNARDINS;BOUYGUES;2011-03-11T02:00:00+01:00;;;;MACRO;75005;"{""coordinates"": [2.350034999805609, 48.84933599968975], ""type"": ""Point""}";48.84933599968975,2.350034999805609
75120_015_01;3 RUE MARYSE HILSZ;FREE MOBILE;2013-06-11T04:00:00+02:00;2013-11-19T02:00:00+01:00;;;MACRO;75020;"{""coordinates"": [2.412850500122523, 48.849435000386244], ""type"": ""Point""}";48.849435000386244,2.412850500122523
T10540;116  rue  DU BAC;BOUYGUES;2001-09-11T04:00:00+02:00;;;;MACRO;75007;"{""coordinates"": [2.323579500065119, 48.85267500016674], ""type"": ""Point""}";48.85267500016674,2.323579500065119
75120_018_09;4 RUE DES PRAIRIES;FREE MOBILE;2017-02-20T02:00:00+01:00;2017-02-20T02:00:00+01:00;;;MACRO;75020;"{""coordinates"": [2.404777499512395, 48.861251999668994], ""type"": ""Point""}";48.861251999668994,2.404777499512395
T10653;68  rue  LAFAYETTE;BOUYGUES;2000-02-04T02:00:00+01:00;;;;MACRO;75009;"{""coordinates"": [2.344027499780002, 48.87579600036361], ""type"": ""Point""}";48.87579600036361,2.344027499780002
75120_020_01;4 RUE PAQUELIN;FREE MOBILE;2013-01-21T02:00:00+01:00;2014-01-24T02:00:00+01:00;;2021-05-25T04:00:00+02:00;MACRO;75020;"{""coordinates"": [2.402275500330925, 48.86890199966588], ""type"": ""Point""}";48.86890199966588,2.402275500330925
T15319;107  rue  DE REUILLY;BOUYGUES;2016-02-26T02:00:00+01:00;;;;MACRO;75012;"{""coordinates"": [2.392407000398046, 48.84261300000568], ""type"": ""Point""}";48.84261300000568,2.392407000398046
75112_057_01;45 route de la Pyramide;FREE MOBILE;2021-08-30T04:00:00+02:00;2021-08-30T04:00:00+02:00;;;MACRO;75012;"{""coordinates"": [2.421333673835419, 48.834976778860266], ""type"": ""Point""}";48.834976778860266,2.421333673835419
T10595;110  rue  JEANNE D'ARC;BOUYGUES;1996-05-31T04:00:00+02:00;;;;MACRO;75013;"{""coordinates"": [2.362225499612502, 48.83457600038957], ""type"": ""Point""}";48.83457600038957,2.362225499612502
75118_065_11;4, rue Eugène Carrière;FREE MOBILE;2021-08-30T04:00:00+02:00;2021-08-30T04:00:00+02:00;2021-09-02T04:00:00+02:00;2021-09-01T04:00:00+02:00;MACRO;75018;"{""coordinates"": [2.332192499352966, 48.88894500029941], ""type"": ""Point""}";48.88894500029941,2.332192499352966
T15663;134/134 BIS    RUE DE TOLBIAC;BOUYGUES;2015-02-20T02:00:00+01:00;;;;MACRO;75013;"{""coordinates"": [2.358337499452952, 48.82626900009587], ""type"": ""Point""}";48.82626900009587,2.358337499452952
T36165;30 RUE NATIONALE;BOUYGUES;2020-08-26T04:00:00+02:00;;;;MACRO;75013;"{""coordinates"": [2.368292557805762, 48.82389874656706], ""type"": ""Point""}";48.82389874656706,2.368292557805762
T43657;76 RUE BARRAULT;BOUYGUES;2021-05-19T04:00:00+02:00;;;;MACRO;75013;"{""coordinates"": [2.346561000156071, 48.824280000231255], ""type"": ""Point""}";48.824280000231255,2.346561000156071
T15876;95  boulevard  BRUNE;BOUYGUES;1999-12-23T02:00:00+01:00;;;;MACRO;75014;"{""coordinates"": [2.314421999573355, 48.82589100001534], ""type"": ""Point""}";48.82589100001534,2.314421999573355
T16729;48 rue de l'AMIRAL MOUCHEZ;BOUYGUES;2018-12-18T02:00:00+01:00;;;;MACRO;75014;"{""coordinates"": [2.341439999462465, 48.82304699962497], ""type"": ""Point""}";48.82304699962497,2.341439999462465
T10939;99-101  boulevard  DE GRENELLE;BOUYGUES;1997-08-19T04:00:00+02:00;;;;MACRO;75015;"{""coordinates"": [2.296787850968997, 48.849645873819476], ""type"": ""Point""}";48.849645873819476,2.296787850968997
T15803;37  avenue  DE LOWENDAL;BOUYGUES;2000-02-07T02:00:00+01:00;;;;MACRO;75015;"{""coordinates"": [2.302843499591666, 48.84851700039274], ""type"": ""Point""}";48.84851700039274,2.302843499591666
T15818;41-43  rue  CRONSTADT;BOUYGUES;2000-08-16T04:00:00+02:00;;;;MACRO;75015;"{""coordinates"": [2.301187500025904, 48.83310900026305], ""type"": ""Point""}";48.83310900026305,2.301187500025904
T16584;3 RUE MARBEAU;BOUYGUES;2019-05-24T04:00:00+02:00;;;;MACRO;75016;"{""coordinates"": [2.28121650017717, 48.87397800015625], ""type"": ""Point""}";48.87397800015625,2.28121650017717
T10342;6 A 8  boulevard  DE DOUAUMONT (LIMITE CLICHY);BOUYGUES;1996-05-31T04:00:00+02:00;;;;MACRO;75017;"{""coordinates"": [2.308236109381486, 48.89615509638647], ""type"": ""Point""}";48.89615509638647,2.308236109381486
T10904;185-187  boulevard  MALESHERBES;BOUYGUES;1997-10-24T04:00:00+02:00;;;;MACRO;75017;"{""coordinates"": [2.304301499723436, 48.88799999999364], ""type"": ""Point""}";48.88799999999364,2.304301499723436
T15897;9  rue  DELOUVAIN;BOUYGUES;2000-02-24T02:00:00+01:00;;;;MACRO;75019;"{""coordinates"": [2.388307500546336, 48.87570600041077], ""type"": ""Point""}";48.87570600041077,2.388307500546336
T11855;32  avenue  DU DOCTEUR GLEY;BOUYGUES;2000-08-07T04:00:00+02:00;;;;MACRO;75020;"{""coordinates"": [2.411418339372172, 48.8768092530903], ""type"": ""Point""}";48.8768092530903,2.411418339372172
00000085U6;Hippodrome de Vincennes 2 Rte de la ferme;ORANGE;2015-02-02T02:00:00+01:00;2018-04-05T04:00:00+02:00;;;Macro;75012;"{""coordinates"": [2.463645863759795, 48.82683577052645], ""type"": ""Point""}";48.82683577052645,2.463645863759795
00007799U5;19, rue Beaubourg;ORANGE;2013-12-12T02:00:00+01:00;2013-12-17T02:00:00+01:00;;;Macro;75004;"{""coordinates"": [2.3532594480143842, 48.86110410723718], ""type"": ""Point""}";48.86110410723718,2.3532594480143842
